datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
6/5/2012 20:00,Summer,0,1, Clear + Few clouds,22.96,26.515,49,15.0013,415
1/6/2012 19:00,Spring,0,1, Clear + Few clouds,18.86,22.725,33,19.0012,272
9/4/2011 5:00,Fall,0,0, Clear + Few clouds,26.24,28.79,83,8.9981,6
1/8/2011 14:00,Spring,0,0, Clear + Few clouds,8.2,8.335,32,32.9975,95
7/14/2011 0:00,Fall,0,1, Clear + Few clouds,27.06,31.06,69,19.9995,46
1/11/2012 15:00,Spring,0,1, Mist + Cloudy ,13.94,17.425,87,6.0032,79
11/5/2012 19:00,Winter,0,1, Clear + Few clouds,13.12,15.91,49,11.0014,372
11/5/2011 2:00,Winter,0,0, Clear + Few clouds,12.3,13.635,52,22.0028,31
10/6/2011 2:00,Winter,0,1, Clear + Few clouds,18.86,22.725,67,12.998,10
2/1/2011 11:00,Spring,0,1, Mist + Cloudy ,7.38,12.12,86,0,51
9/11/2012 7:00,Fall,0,1, Clear + Few clouds,20.5,24.24,72,7.0015,596
4/16/2012 23:00,Summer,1,0, Clear + Few clouds,28.7,31.82,45,19.9995,121
10/7/2011 12:00,Winter,0,1, Clear + Few clouds,24.6,31.06,53,0,235
1/11/2011 17:00,Spring,0,1, Mist + Cloudy ,6.56,7.575,86,15.0013,136
3/19/2012 7:00,Spring,0,1, Clear + Few clouds,18.86,22.725,88,12.998,354
10/4/2011 10:00,Winter,0,1, Clear + Few clouds,19.68,23.485,67,19.0012,126
8/3/2011 22:00,Fall,0,1," Light Snow, Light Rain",27.88,31.82,89,7.0015,77
8/1/2012 5:00,Fall,0,1, Mist + Cloudy ,26.24,29.545,78,8.9981,49
11/1/2012 4:00,Winter,0,1, Mist + Cloudy ,13.94,17.425,66,7.0015,10
12/10/2011 7:00,Winter,0,0, Clear + Few clouds,9.84,11.365,65,12.998,11
4/15/2012 20:00,Summer,0,0, Clear + Few clouds,26.24,31.06,50,15.0013,291
8/11/2011 19:00,Fall,0,1, Clear + Few clouds,30.34,32.575,35,12.998,371
9/18/2012 8:00,Fall,0,1, Mist + Cloudy ,27.06,30.305,83,36.9974,672
11/9/2012 2:00,Winter,0,1, Clear + Few clouds,13.12,15.15,53,16.9979,12
5/3/2011 20:00,Summer,0,1, Clear + Few clouds,27.06,31.06,61,12.998,290
5/16/2012 12:00,Summer,0,1, Clear + Few clouds,28.7,32.575,54,12.998,330
5/1/2012 16:00,Summer,0,1, Clear + Few clouds,30.34,33.335,45,12.998,354
1/2/2012 4:00,Spring,1,0, Clear + Few clouds,11.48,12.88,45,22.0028,4
11/9/2011 18:00,Winter,0,1, Clear + Few clouds,18.04,21.97,67,7.0015,408
11/11/2012 16:00,Winter,0,0, Clear + Few clouds,22.14,25.76,42,15.0013,653
9/18/2011 0:00,Fall,0,0, Clear + Few clouds,18.86,22.725,77,15.0013,112
6/4/2012 22:00,Summer,0,1, Clear + Few clouds,22.96,26.515,52,19.0012,168
5/10/2011 16:00,Summer,0,1, Clear + Few clouds,27.06,31.06,31,7.0015,327
10/11/2012 9:00,Winter,0,1, Clear + Few clouds,16.4,20.455,43,26.0027,355
10/7/2012 15:00,Winter,0,0," Light Snow, Light Rain",17.22,21.21,77,8.9981,306
11/3/2011 19:00,Winter,0,1, Clear + Few clouds,18.04,21.97,67,6.0032,252
6/2/2011 12:00,Summer,0,1, Clear + Few clouds,31.16,33.335,25,31.0009,232
12/11/2011 19:00,Winter,0,0, Clear + Few clouds,9.02,11.365,55,12.998,105
11/16/2012 15:00,Winter,0,1, Clear + Few clouds,17.22,21.21,38,8.9981,267
7/16/2012 0:00,Fall,0,1," Light Snow, Light Rain",29.52,34.85,79,7.0015,43
3/15/2012 13:00,Spring,0,1, Mist + Cloudy ,27.06,31.06,41,6.0032,273
10/10/2012 0:00,Winter,0,1, Mist + Cloudy ,18.86,22.725,88,6.0032,33
12/18/2012 8:00,Winter,0,1, Clear + Few clouds,15.58,19.695,94,0,662
6/19/2012 10:00,Summer,0,1, Clear + Few clouds,26.24,30.305,73,6.0032,180
9/7/2011 12:00,Fall,0,1," Light Snow, Light Rain",22.96,26.515,94,0,22
3/18/2012 1:00,Spring,0,0, Clear + Few clouds,18.86,22.725,82,8.9981,113
4/3/2011 4:00,Summer,0,0, Clear + Few clouds,11.48,15.15,70,6.0032,3
4/4/2012 16:00,Summer,0,1, Mist + Cloudy ,26.24,31.06,44,19.0012,390
4/15/2011 17:00,Summer,1,0, Mist + Cloudy ,20.5,24.24,63,26.0027,331
10/12/2011 4:00,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,26.0027,7
9/15/2012 17:00,Fall,0,0, Mist + Cloudy ,27.06,31.06,36,16.9979,729
12/8/2012 4:00,Winter,0,0, Mist + Cloudy ,14.76,18.94,93,0,12
10/9/2012 6:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,82,16.9979,143
1/9/2012 15:00,Spring,0,1," Light Snow, Light Rain",9.02,11.365,75,11.0014,69
7/2/2011 6:00,Fall,0,0, Clear + Few clouds,25.42,30.305,69,7.0015,32
4/7/2012 0:00,Summer,0,0, Clear + Few clouds,17.22,21.21,26,19.9995,94
10/9/2011 6:00,Winter,0,0, Clear + Few clouds,18.04,21.97,88,0,21
11/18/2012 2:00,Winter,0,0, Clear + Few clouds,11.48,14.395,81,7.0015,73
8/8/2012 10:00,Fall,0,1, Mist + Cloudy ,32.8,37.12,52,8.9981,214
2/16/2012 9:00,Spring,0,1, Mist + Cloudy ,12.3,15.15,70,11.0014,202
12/6/2012 5:00,Winter,0,1, Clear + Few clouds,9.02,10.605,55,19.0012,32
11/9/2011 8:00,Winter,0,1, Clear + Few clouds,13.12,17.425,93,0,456
2/5/2012 8:00,Spring,0,0, Mist + Cloudy ,9.84,12.12,75,11.0014,62
12/7/2011 5:00,Winter,0,1," Light Snow, Light Rain",18.86,22.725,100,11.0014,3
9/13/2011 15:00,Fall,0,1, Clear + Few clouds,30.34,33.335,51,19.9995,180
9/6/2011 17:00,Fall,0,1, Mist + Cloudy ,22.14,25.76,88,26.0027,291
2/10/2012 0:00,Spring,0,1, Mist + Cloudy ,11.48,15.15,65,6.0032,43
3/12/2011 18:00,Spring,0,0, Clear + Few clouds,17.22,21.21,54,11.0014,145
11/13/2011 7:00,Winter,0,0, Clear + Few clouds,13.94,15.91,66,15.0013,43
3/11/2012 14:00,Spring,0,0, Clear + Few clouds,18.86,22.725,31,19.0012,501
10/4/2011 7:00,Winter,0,1, Clear + Few clouds,17.22,21.21,82,19.0012,309
9/18/2011 19:00,Fall,0,0, Mist + Cloudy ,22.14,25.76,68,7.0015,245
11/7/2012 19:00,Winter,0,1, Mist + Cloudy ,12.3,13.635,56,19.9995,319
9/15/2012 16:00,Fall,0,0, Mist + Cloudy ,27.06,31.06,36,15.0013,783
5/19/2012 15:00,Summer,0,0, Clear + Few clouds,29.52,32.575,30,7.0015,672
8/2/2012 16:00,Fall,0,1, Clear + Few clouds,33.62,37.88,46,12.998,406
3/17/2012 13:00,Spring,0,0, Clear + Few clouds,24.6,30.305,60,7.0015,686
12/9/2011 1:00,Winter,0,1, Clear + Few clouds,9.84,14.395,65,0,14
9/15/2011 1:00,Fall,0,1, Clear + Few clouds,26.24,30.305,69,11.0014,20
8/6/2011 5:00,Fall,0,0, Clear + Few clouds,26.24,28.79,89,6.0032,6
6/19/2012 7:00,Summer,0,1, Mist + Cloudy ,24.6,28.79,78,8.9981,480
7/1/2012 6:00,Fall,0,0, Clear + Few clouds,28.7,33.335,79,6.0032,27
1/1/2011 18:00,Spring,0,0," Light Snow, Light Rain",17.22,21.21,88,16.9979,35
2/13/2012 19:00,Spring,0,1, Clear + Few clouds,13.94,16.665,25,8.9981,263
8/2/2011 1:00,Fall,0,1, Clear + Few clouds,27.06,31.06,74,7.0015,12
9/11/2011 16:00,Fall,0,0, Clear + Few clouds,29.52,33.335,51,19.9995,483
7/18/2011 4:00,Fall,0,1, Clear + Few clouds,26.24,29.545,78,11.0014,4
10/7/2012 13:00,Winter,0,0, Mist + Cloudy ,18.04,21.97,72,6.0032,320
1/8/2011 12:00,Spring,0,0, Mist + Cloudy ,8.2,9.09,59,23.9994,98
12/9/2012 17:00,Winter,0,0," Light Snow, Light Rain",14.76,17.425,93,8.9981,229
1/5/2012 1:00,Spring,0,1, Clear + Few clouds,8.2,11.365,51,6.0032,5
4/19/2011 2:00,Summer,0,1, Clear + Few clouds,18.86,22.725,67,19.0012,13
5/4/2011 7:00,Summer,0,1," Light Snow, Light Rain",13.94,15.15,93,23.9994,52
9/10/2011 11:00,Fall,0,0, Clear + Few clouds,29.52,34.09,62,16.9979,360
6/3/2011 19:00,Summer,0,1, Clear + Few clouds,27.88,31.06,26,19.0012,391
8/15/2011 16:00,Fall,0,1, Clear + Few clouds,30.34,34.09,55,22.0028,283
3/9/2012 14:00,Spring,0,1, Clear + Few clouds,17.22,21.21,28,31.0009,178
3/5/2012 3:00,Spring,0,1, Clear + Few clouds,9.02,11.365,51,11.0014,1
3/1/2011 3:00,Spring,0,1, Clear + Few clouds,9.02,10.605,69,19.0012,2
1/18/2012 6:00,Spring,0,1, Clear + Few clouds,13.94,14.395,36,35.0008,88
5/18/2012 12:00,Summer,0,1, Clear + Few clouds,25.42,31.06,41,12.998,360
11/11/2012 23:00,Winter,0,0, Clear + Few clouds,17.22,21.21,71,12.998,109
6/13/2011 5:00,Summer,0,1, Clear + Few clouds,22.14,25.76,64,26.0027,29
12/15/2012 2:00,Winter,0,0, Clear + Few clouds,10.66,15.15,81,0,69
12/3/2011 20:00,Winter,0,0, Clear + Few clouds,12.3,15.91,61,6.0032,127
8/8/2011 23:00,Fall,0,1, Clear + Few clouds,30.34,34.85,66,7.0015,72
4/12/2012 10:00,Summer,0,1, Clear + Few clouds,16.4,20.455,50,19.9995,141
7/10/2011 2:00,Fall,0,0, Clear + Few clouds,27.88,31.82,69,6.0032,96
9/1/2012 23:00,Fall,0,0, Clear + Few clouds,27.06,29.545,89,6.0032,145
1/3/2011 1:00,Spring,0,1, Clear + Few clouds,8.2,8.335,44,27.9993,2
12/17/2011 5:00,Winter,0,0, Mist + Cloudy ,10.66,12.88,60,12.998,9
11/15/2012 1:00,Winter,0,1, Mist + Cloudy ,10.66,13.635,65,7.0015,16
5/8/2011 18:00,Summer,0,0, Clear + Few clouds,23.78,27.275,49,0,268
2/7/2011 23:00,Spring,0,1, Mist + Cloudy ,12.3,16.665,81,0,25
10/11/2011 16:00,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,11.0014,320
10/9/2012 19:00,Winter,0,1, Mist + Cloudy ,20.5,24.24,72,11.0014,514
5/17/2012 0:00,Summer,0,1, Clear + Few clouds,24.6,28.79,78,8.9981,79
9/16/2012 2:00,Fall,0,0, Clear + Few clouds,21.32,25,63,0,89
6/8/2011 0:00,Summer,0,1, Clear + Few clouds,27.06,29.545,89,8.9981,41
7/16/2011 17:00,Fall,0,0, Clear + Few clouds,31.16,34.09,45,15.0013,475
12/9/2012 9:00,Winter,0,0, Mist + Cloudy ,16.4,20.455,87,16.9979,103
5/6/2011 18:00,Summer,0,1," Light Snow, Light Rain",22.14,25.76,52,23.9994,470
7/9/2012 5:00,Fall,0,1, Mist + Cloudy ,27.06,30.305,83,15.0013,28
4/13/2012 7:00,Summer,0,1, Clear + Few clouds,13.94,15.91,61,15.0013,296
11/13/2012 9:00,Winter,0,1," Light Snow, Light Rain",13.12,15.15,81,22.0028,110
10/12/2012 0:00,Winter,0,1, Clear + Few clouds,16.4,20.455,66,7.0015,68
9/5/2011 16:00,Fall,1,0, Mist + Cloudy ,27.88,31.82,79,19.0012,284
1/17/2012 9:00,Spring,0,1," Light Snow, Light Rain",13.12,15.15,81,16.9979,68
2/13/2012 10:00,Spring,0,1, Clear + Few clouds,5.74,7.575,50,8.9981,71
8/6/2011 17:00,Fall,0,0," Light Snow, Light Rain",30.34,35.605,79,11.0014,149
6/13/2012 14:00,Summer,0,1, Mist + Cloudy ,29.52,32.575,37,27.9993,320
6/4/2011 1:00,Summer,0,0, Clear + Few clouds,22.14,25.76,64,7.0015,94
11/7/2012 7:00,Winter,0,1, Mist + Cloudy ,10.66,11.365,56,19.9995,319
7/19/2011 14:00,Fall,0,1, Clear + Few clouds,35.26,40.91,50,12.998,152
8/14/2011 0:00,Fall,0,0," Light Snow, Light Rain",27.06,30.305,83,19.9995,90
3/9/2012 10:00,Spring,0,1, Mist + Cloudy ,13.94,14.395,36,32.9975,159
5/14/2012 23:00,Summer,0,1, Mist + Cloudy ,23.78,27.275,78,7.0015,75
6/17/2011 9:00,Summer,0,1, Clear + Few clouds,28.7,32.575,58,12.998,224
4/6/2011 18:00,Summer,0,1, Clear + Few clouds,21.32,25,29,23.9994,325
3/7/2012 8:00,Spring,0,1, Clear + Few clouds,11.48,12.88,61,19.9995,566
7/3/2011 8:00,Fall,0,0, Clear + Few clouds,27.88,31.82,79,15.0013,92
7/4/2012 17:00,Fall,1,0, Clear + Few clouds,37.72,42.425,35,19.9995,414
12/15/2012 0:00,Winter,0,0, Clear + Few clouds,12.3,16.665,70,0,94
2/13/2011 6:00,Spring,0,0, Mist + Cloudy ,8.2,10.605,69,8.9981,5
2/6/2012 11:00,Spring,0,1, Clear + Few clouds,10.66,13.635,70,8.9981,116
8/9/2011 10:00,Fall,0,1, Mist + Cloudy ,32.8,38.635,59,15.0013,144
2/5/2011 4:00,Spring,0,0," Light Snow, Light Rain",9.02,11.365,93,8.9981,8
11/5/2011 22:00,Winter,0,0, Clear + Few clouds,12.3,16.665,65,0,82
11/14/2012 15:00,Winter,0,1, Clear + Few clouds,14.76,16.665,43,19.0012,260
11/15/2012 0:00,Winter,0,1, Mist + Cloudy ,10.66,15.15,65,0,34
5/8/2011 15:00,Summer,0,0, Clear + Few clouds,24.6,31.06,49,0,358
9/6/2011 15:00,Fall,0,1," Light Snow, Light Rain",22.14,25.76,94,26.0027,89
1/17/2012 22:00,Spring,0,1, Clear + Few clouds,18.86,22.725,72,26.0027,90
10/2/2011 16:00,Winter,0,0," Light Snow, Light Rain",14.76,17.425,87,12.998,206
5/8/2012 22:00,Summer,0,1," Light Snow, Light Rain",24.6,28.79,78,16.9979,147
5/15/2011 8:00,Summer,0,0, Mist + Cloudy ,22.14,25.76,94,8.9981,70
8/16/2012 19:00,Fall,0,1, Clear + Few clouds,31.16,34.09,40,7.0015,677
10/16/2011 9:00,Winter,0,0, Clear + Few clouds,20.5,24.24,45,15.0013,190
7/5/2012 8:00,Fall,0,1, Clear + Few clouds,32.8,37.12,49,8.9981,550
10/3/2011 1:00,Winter,0,1, Clear + Few clouds,14.76,18.18,81,6.0032,6
4/15/2011 15:00,Summer,1,0, Clear + Few clouds,22.14,25.76,52,30.0026,162
6/16/2012 17:00,Summer,0,0, Mist + Cloudy ,29.52,32.575,37,16.9979,593
6/5/2011 6:00,Summer,0,0, Mist + Cloudy ,25.42,30.305,61,7.0015,21
8/9/2011 1:00,Fall,0,1, Clear + Few clouds,29.52,34.09,66,0,14
11/18/2012 5:00,Winter,0,0, Clear + Few clouds,11.48,14.395,81,8.9981,12
2/3/2011 22:00,Spring,0,1, Clear + Few clouds,7.38,10.605,51,6.0032,41
7/13/2012 1:00,Fall,0,1, Mist + Cloudy ,27.88,31.82,54,7.0015,59
9/13/2011 10:00,Fall,0,1, Clear + Few clouds,27.88,31.82,69,8.9981,135
6/4/2011 9:00,Summer,0,0, Clear + Few clouds,25.42,31.06,43,8.9981,224
8/10/2012 23:00,Fall,0,1, Clear + Few clouds,29.52,34.09,70,19.0012,192
10/16/2011 0:00,Winter,0,0, Clear + Few clouds,18.86,22.725,44,8.9981,107
7/6/2011 20:00,Fall,0,1, Clear + Few clouds,29.52,34.85,74,16.9979,312
8/2/2011 5:00,Fall,0,1, Clear + Few clouds,27.06,31.06,74,8.9981,21
10/16/2012 13:00,Winter,0,1, Clear + Few clouds,21.32,25,45,19.0012,328
9/9/2012 12:00,Fall,0,0, Clear + Few clouds,27.06,31.06,47,0,757
4/11/2011 18:00,Summer,0,1, Clear + Few clouds,29.52,33.335,51,26.0027,383
1/19/2011 8:00,Spring,0,1, Mist + Cloudy ,9.84,12.88,93,7.0015,197
12/11/2012 3:00,Winter,0,1," Light Snow, Light Rain",14.76,16.665,76,19.0012,3
2/2/2012 10:00,Spring,0,1," Light Snow, Light Rain",17.22,21.21,77,7.0015,78
5/19/2012 4:00,Summer,0,0, Clear + Few clouds,19.68,23.485,59,6.0032,14
12/16/2011 6:00,Winter,0,1, Mist + Cloudy ,18.04,21.97,33,19.9995,82
3/18/2011 14:00,Spring,0,1, Clear + Few clouds,27.06,31.06,39,16.9979,174
5/12/2011 2:00,Summer,0,1, Clear + Few clouds,18.04,21.97,94,12.998,15
2/3/2012 11:00,Spring,0,1, Clear + Few clouds,13.12,15.15,53,19.9995,164
12/3/2011 17:00,Winter,0,0, Clear + Few clouds,14.76,18.94,62,0,232
5/1/2012 6:00,Summer,0,1," Light Snow, Light Rain",21.32,25,77,7.0015,26
11/19/2011 5:00,Winter,0,0, Clear + Few clouds,9.84,11.365,56,16.9979,2
12/9/2011 12:00,Winter,0,1, Clear + Few clouds,14.76,16.665,57,19.9995,173
3/2/2011 18:00,Spring,0,1, Clear + Few clouds,18.86,22.725,23,32.9975,201
11/2/2011 4:00,Winter,0,1, Clear + Few clouds,12.3,16.665,87,0,4
11/15/2012 21:00,Winter,0,1, Mist + Cloudy ,13.12,16.665,66,7.0015,224
5/15/2012 21:00,Summer,0,1," Light Snow, Light Rain",26.24,30.305,73,19.0012,109
4/13/2011 8:00,Summer,0,1," Light Snow, Light Rain",15.58,19.695,94,12.998,164
6/15/2012 5:00,Summer,0,1, Clear + Few clouds,22.14,25.76,88,7.0015,33
6/14/2011 22:00,Summer,0,1, Clear + Few clouds,23.78,27.275,60,15.0013,188
6/11/2011 22:00,Summer,0,0, Clear + Few clouds,27.06,30.305,78,15.0013,190
4/9/2012 12:00,Summer,0,1, Clear + Few clouds,22.14,25.76,28,47.9988,280
10/18/2012 3:00,Winter,0,1, Clear + Few clouds,18.04,21.97,88,15.0013,5
11/11/2012 1:00,Winter,0,0, Clear + Few clouds,13.94,17.425,76,6.0032,108
3/15/2012 10:00,Spring,0,1, Clear + Few clouds,21.32,25,68,7.0015,164
4/18/2011 18:00,Summer,0,1, Clear + Few clouds,26.24,31.06,31,23.9994,362
12/19/2011 18:00,Winter,0,1, Clear + Few clouds,14.76,17.425,50,12.998,354
8/8/2012 4:00,Fall,0,1, Clear + Few clouds,28.7,33.335,84,0,7
5/13/2012 17:00,Summer,0,0, Clear + Few clouds,28.7,31.82,45,27.9993,478
1/4/2012 13:00,Spring,0,1, Mist + Cloudy ,5.74,6.06,43,16.9979,91
2/19/2011 10:00,Spring,0,0, Clear + Few clouds,17.22,21.21,16,39.0007,106
11/3/2011 17:00,Winter,0,1, Clear + Few clouds,19.68,23.485,55,6.0032,498
4/12/2011 17:00,Summer,0,1," Light Snow, Light Rain",18.04,21.97,77,15.0013,291
6/5/2012 22:00,Summer,0,1, Clear + Few clouds,22.96,26.515,52,7.0015,193
4/12/2012 8:00,Summer,0,1, Clear + Few clouds,13.12,15.15,66,22.0028,624
3/14/2011 13:00,Spring,0,1, Clear + Few clouds,15.58,19.695,36,22.0028,75
8/11/2011 15:00,Fall,0,1, Clear + Few clouds,32.8,34.85,29,19.9995,178
5/15/2012 23:00,Summer,0,1," Light Snow, Light Rain",22.96,26.515,88,7.0015,71
5/8/2011 17:00,Summer,0,0," Light Snow, Light Rain",23.78,27.275,49,19.0012,351
8/10/2011 4:00,Fall,0,1, Clear + Few clouds,28.7,32.575,54,8.9981,5
10/19/2011 14:00,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,11.0014,97
10/1/2011 2:00,Winter,0,0, Clear + Few clouds,18.86,22.725,63,27.9993,67
5/9/2011 8:00,Summer,0,1, Clear + Few clouds,21.32,25,55,15.0013,374
7/14/2011 10:00,Fall,0,1, Clear + Few clouds,28.7,31.82,42,16.9979,127
